image,xmin,ymin,xmax,ymax,label
00001IMG_00001_BURST20190913113132.jpg,644.5016386,1224.461045,1489.084746,2120.677966,Red_Hairy_Catterpillar
00001IMG_00001_BURST20190913112954.jpg,1127.647626,955.2271749,1463.267909,1740.800028,Red_Hairy_Catterpillar
00001IMG_00001_BURST20190913113303.jpg,1416.244124,1218.928785,1840.379717,1989.749321,Red_Hairy_Catterpillar
00001IMG_00001_BURST20190913113633.jpg,1031.755876,1419.932203,1404.257796,2046.915254,Red_Hairy_Catterpillar
00001IMG_00001_BURST20190913113444.jpg,1866.772966,1114.738962,2295.518728,1634.766059,Red_Hairy_Catterpillar
00001IMG_00001_BURST20190913113803.jpg,925.7219776,1461.423729,1272.40678,1963.010254,Red_Hairy_Catterpillar
00001IMG_00001_BURST20190913114622.jpg,1234.603334,1217.084746,1739.878079,1781.369463,Red_Hairy_Catterpillar
00001IMG_00001_BURST20190913114142.jpg,1123.959266,1390.427147,1522.278022,2050.603334,Red_Hairy_Catterpillar
00001IMG_00001_BURST20190913114402.jpg,1061.261073,1320.352514,1573.911977,2021.098418,Red_Hairy_Catterpillar
00001IMG_00001_BURST20190913113948.jpg,1153.464463,1265.03048,1511.213503,1840.379717,Red_Hairy_Catterpillar
00002IMG_00002_BURST20190913113303.jpg,1234.603334,1305.600056,1666.115367,1987.905141,Red_Hairy_Catterpillar
00002IMG_00002_BURST20190913112954.jpg,1039.132316,944.1627963,1463.267909,1766.617005,Red_Hairy_Catterpillar
00001IMG_00001_BURST20190913114800.jpg,887.9188129,508.9627541,1643.98661,1445.749181,Red_Hairy_Catterpillar
00002IMG_00002_BURST20190913113444.jpg,1783.789915,1170.060996,2273.389831,1714.983051,Red_Hairy_Catterpillar
00002IMG_00002_BURST20190913113132.jpg,784.6509037,1194.955988,1684.556045,2116.989887,Red_Hairy_Catterpillar
00002IMG_00002_BURST20190913114142.jpg,1031.755876,1342.481412,1444.827231,2028.474576,Red_Hairy_Catterpillar
00002IMG_00002_BURST20190913114402.jpg,1127.647626,1202.332288,1655.050847,1921.518728,Red_Hairy_Catterpillar
00002IMG_00002_BURST20190913113803.jpg,906.3594909,1412.555904,1282.549209,1936.271186,Red_Hairy_Catterpillar
00002IMG_00002_BURST20190913113948.jpg,1105.518588,1261.342401,1481.708587,1855.132175,Red_Hairy_Catterpillar
00002IMG_00002_BURST20190913113633.jpg,1035.444237,1335.105113,1415.322034,1969.464463,Red_Hairy_Catterpillar
00002IMG_00002_BURST20190913114800.jpg,976.433842,394.6305366,1666.115367,1397.803446,Red_Hairy_Catterpillar
00002IMG_00002_BURST20190913114622.jpg,1249.355932,1180.20339,1787.823673,1792.433983,Red_Hairy_Catterpillar
00003IMG_00003_BURST20190913113132.jpg,773.5863844,1180.20339,1621.857571,2116.989887,Red_Hairy_Catterpillar
00003IMG_00003_BURST20190913113303.jpg,1068.637232,1416.244124,1489.084746,2032.162656,Red_Hairy_Catterpillar
00003IMG_00003_BURST20190913112954.jpg,1165.450791,1007.783079,1663.349096,1778.603474,Red_Hairy_Catterpillar
00003IMG_00003_BURST20190913113444.jpg,1736.766059,1300.067797,2168.278093,1795.200042,Red_Hairy_Catterpillar
00003IMG_00003_BURST20190913114142.jpg,1072.325593,1375.674548,1489.084746,2017.410338,Red_Hairy_Catterpillar
00003IMG_00003_BURST20190913113803.jpg,1061.261073,1530.576271,1360,2024.786497,Red_Hairy_Catterpillar
00003IMG_00003_BURST20190913113948.jpg,1013.315198,1073.247542,1404.257796,1718.671271,Red_Hairy_Catterpillar
00003IMG_00003_BURST20190913113633.jpg,965.3696041,1349.857712,1348.935762,1895.701751,Red_Hairy_Catterpillar
00003IMG_00003_BURST20190913114402.jpg,1068.637232,1537.952571,1485.396666,2094.86113,Red_Hairy_Catterpillar
00003IMG_00003_BURST20190913114800.jpg,865.7897742,357.7491807,1522.278022,1357.23387,Red_Hairy_Catterpillar
00003IMG_00003_BURST20190913114622.jpg,1271.484689,1239.213644,1769.382995,1803.498361,Red_Hairy_Catterpillar
00004IMG_00004_BURST20190913113132.jpg,928.4882481,1272.40678,1680.867965,2135.430565,Red_Hairy_Catterpillar
00004IMG_00004_BURST20190913112954.jpg,1160.840622,1091.68822,1596.040734,1814.56274,Red_Hairy_Catterpillar
00004IMG_00004_BURST20190913113633.jpg,884.2304522,1386.739067,1253.044012,1903.078051,Red_Hairy_Catterpillar
00004IMG_00004_BURST20190913113303.jpg,823.37644,880.5423729,1395.037457,1610.793192,Red_Hairy_Catterpillar
00004IMG_00004_BURST20190913113803.jpg,1234.603334,1571.145847,1537.030621,1995.2813,Red_Hairy_Catterpillar
00004IMG_00004_BURST20190913113444.jpg,1601.227245,1316.66447,1933.159449,1720.515381,Red_Hairy_Catterpillar
00004IMG_00004_BURST20190913113948.jpg,1083.389831,1128.569576,1481.708587,1766.617005,Red_Hairy_Catterpillar
00004IMG_00004_BURST20190913114142.jpg,1098.142429,1571.145847,1444.827231,2209.193277,Red_Hairy_Catterpillar
00005IMG_00005_BURST20190913112954.jpg,1400.569435,1088,1762.006836,1869.884774,Red_Hairy_Catterpillar
00004IMG_00004_BURST20190913114800.jpg,976.433842,298.7389971,1599.728814,1309.288136,Red_Hairy_Catterpillar
00004IMG_00004_BURST20190913114622.jpg,1293.613728,1276.095,1754.630677,1825.627119,Red_Hairy_Catterpillar
00004IMG_00004_BURST20190913114402.jpg,954.3050847,1453.12548,1356.311921,2057.979774,Red_Hairy_Catterpillar
00005IMG_00005_BURST20190913113132.jpg,1014.237288,1356.311921,1678.101695,2149.261073,Red_Hairy_Catterpillar
00005IMG_00005_BURST20190913113444.jpg,1136.522076,1028.989852,1512.711864,1438.372881,Red_Hairy_Catterpillar
00005IMG_00005_BURST20190913113803.jpg,997.6407905,1792.433983,1307.444237,2260.827231,Red_Hairy_Catterpillar
00005IMG_00005_BURST20190913113303.jpg,1175.59322,1102.752599,1658.738927,1799.810141,Red_Hairy_Catterpillar
00005IMG_00005_BURST20190913113633.jpg,1143.322034,1326.806864,1530.576271,1872.650904,Red_Hairy_Catterpillar
00005IMG_00005_BURST20190913114622.jpg,1275.17305,1305.600056,1739.878079,1840.379717,Red_Hairy_Catterpillar
00005IMG_00005_BURST20190913114800.jpg,1039.132316,416.7593642,1662.427287,1349.857712,Red_Hairy_Catterpillar
00005IMG_00005_BURST20190913114142.jpg,541.2340109,1349.857712,910.0475702,1928.894887,Red_Hairy_Catterpillar
00005IMG_00005_BURST20190913114402.jpg,909.12548,1437.450932,1333.261073,2016.488248,Red_Hairy_Catterpillar
00005IMG_00005_BURST20190913113948.jpg,1164.528982,1150.698333,1533.342542,1729.735649,Red_Hairy_Catterpillar
00006IMG_00006_BURST20190913113444.jpg,918,912.8135593,1451.857712,1289.003453,Red_Hairy_Catterpillar
00006IMG_00006_BURST20190913113132.jpg,1075.091582,1375.674548,1779.525424,2153.871243,Red_Hairy_Catterpillar
00006IMG_00006_BURST20190913112954.jpg,887.9188129,1150.698333,1230.915254,1951.023785,Red_Hairy_Catterpillar
00006IMG_00006_BURST20190913113303.jpg,1071.403502,1179.28144,1451.2813,1850.522006,Red_Hairy_Catterpillar
00006IMG_00006_BURST20190913113633.jpg,1068.637232,1379.362768,1433.762712,1873.572853,Red_Hairy_Catterpillar
00006IMG_00006_BURST20190913114622.jpg,1356.772825,1342.481412,1865.735649,1869.884774,Red_Hairy_Catterpillar
00006IMG_00006_BURST20190913114142.jpg,1813.640791,1770.305085,2164.013672,2341.966102,Red_Hairy_Catterpillar
00006IMG_00006_BURST20190913113803.jpg,1086.156101,1864.352514,1395.959266,2351.186441,Red_Hairy_Catterpillar
00006IMG_00006_BURST20190913113948.jpg,980.1222027,1084.311921,1323.118644,1652.284718,Red_Hairy_Catterpillar
00006IMG_00006_BURST20190913114402.jpg,957.9931641,1286.237288,1382.128757,1936.271186,Red_Hairy_Catterpillar
00006IMG_00006_BURST20190913114800.jpg,1024.379717,136.4610099,1725.12548,1228.149124,Red_Hairy_Catterpillar
00007IMG_00007_BURST20190913113303.jpg,1005.939039,1397.803446,1389.505197,1973.152542,Red_Hairy_Catterpillar
00007IMG_00007_BURST20190913113132.jpg,1131.335706,1386.739067,1773.071355,2164.935762,Red_Hairy_Catterpillar
00007IMG_00007_BURST20190913113444.jpg,915.2339405,998.5627752,1330.149195,1515.823813,Red_Hairy_Catterpillar
00007IMG_00007_BURST20190913112954.jpg,998.5628807,1150.698333,1396.881356,1965.776384,Red_Hairy_Catterpillar
00007IMG_00007_BURST20190913114142.jpg,684.6101695,571.6610169,1226.766271,1032.677966,Red_Hairy_Catterpillar
00007IMG_00007_BURST20190913114402.jpg,975.9729376,1508.447514,1422.237288,2139.118644,Red_Hairy_Catterpillar
00007IMG_00007_BURST20190913113803.jpg,1057.572994,1335.105113,1348.935762,1873.572853,Red_Hairy_Catterpillar
00007IMG_00007_BURST20190913113948.jpg,968.596779,1128.569576,1311.59322,1670.725396,Red_Hairy_Catterpillar
