image,xmin,ymin,xmax,ymax,label
00001IMG_00001_BURST20190913111032.jpg,478.5355369,910.9695197,1230.915254,2065.355932,Tobacco_Caterpillar
00001IMG_00001_BURST20190913111207.jpg,622.3728814,1353.545791,1990.67113,2190.752599,Tobacco_Caterpillar
00001IMG_00001_BURST20190913111401.jpg,703.5120332,1165.450932,1714.060961,2176,Tobacco_Caterpillar
00001IMG_00001_BURST20190913111528.jpg,847.3490963,1261.342401,2278.345819,2294.020508,Tobacco_Caterpillar
00001IMG_00001_BURST20190913111652.jpg,434.2780224,1128.569576,1437.450791,1862.508475,Tobacco_Caterpillar
00001IMG_00001_BURST20190913111831.jpg,913.7356495,1582.210226,1824.705028,2142.806723,Tobacco_Caterpillar
00001IMG_00001_BURST20190913112050.jpg,788.3389831,1593.274604,1573.911977,2109.613728,Tobacco_Caterpillar
00001IMG_00001_BURST20190913112300.jpg,950.6170054,1501.071215,1466.955988,1799.810141,Tobacco_Caterpillar
00001IMG_00001_BURST20190913112429.jpg,1068.637232,1412.555904,1621.857571,1814.56274,Tobacco_Caterpillar
00001IMG_00001_BURST20190913112603.jpg,1035.444237,1814.56274,1666.115367,2161.247401,Tobacco_Caterpillar
00002IMG_00002_BURST20190913111032.jpg,596.5560448,1036.366186,1345.247401,2301.396666,Tobacco_Caterpillar
00002IMG_00002_BURST20190913111207.jpg,703.5120332,1283.471158,1946.413616,2046.915254,Tobacco_Caterpillar
00002IMG_00002_BURST20190913111401.jpg,721.9527112,874.0881637,1721.437401,1962.088304,Tobacco_Caterpillar
00002IMG_00002_BURST20190913111528.jpg,843.6610169,1217.084746,2219.335706,2441.545932,Tobacco_Caterpillar
00002IMG_00002_BURST20190913111652.jpg,478.5355369,1113.816977,1518.589943,1980.528982,Tobacco_Caterpillar
00002IMG_00002_BURST20190913111831.jpg,917.4237288,1419.932203,1806.264351,2098.549209,Tobacco_Caterpillar
00002IMG_00002_BURST20190913112050.jpg,943.2408468,1464.189859,1643.98661,2065.355932,Tobacco_Caterpillar
00002IMG_00002_BURST20190913112300.jpg,924.8001688,1519.511893,1448.515311,1803.498361,Tobacco_Caterpillar
00002IMG_00002_BURST20190913112429.jpg,946.9289261,1383.050847,1632.92209,1829.315339,Tobacco_Caterpillar
